Date,Location,Raw,Description,Speakers,Time,Hosts,Issue date
1911-04-01,"Glasgow, Charing Cross Hall","Saturday , April 1. - Charing Cross Hall , At Home , Mr. Large , 3 p.m.",,['Mr. Large'],3 p.m.,,"March 31, 1911"
1911-04-04,"Glasgow, Charing Cross Hall","Tuesday , April 4. - Charing Cross Hall , Miss Vida Gold- stein , Mr. Victor Duval . Chair : Mr. McKen- drick , 8 p.m.",,"['Vida Gold- stein', 'Victor Duval']",8 p.m.,,"March 31, 1911"
1911-04-07,"London, 4, Clements Inn, Room 27","The Class is held at 4 , Clements Inn , Room 27 , every Friday, at 7.45 p.m. sharp .",Speakers' Class,,7.45 p.m.,,"March 31, 1911"
1911-03-31,"Newcastle, South Shields, Victoria Hall","Friday , March 31. - South Shields , Victoria Hall , Miss Williams and others , 7.30 p.m.",,['Miss Williams'],7.30 p.m.,,"March 31, 1911"
1911-04-01,"Newcastle, 77, Blackett Street","Saturday , April 1. - 77 , Blackett Street , Poster Parade , 3 p.m.",Poster Parade,,3 p.m.,,"March 31, 1911"
1911-04-05,"Newcastle, 77, Blackett Street","Wednesday , April 5. - 77 , Blackett Street , 7.30 p.m.",,,7.30 p.m.,,"March 31, 1911"
"April 4, 1911",Glasgow,"Scottish members are asked to note that Mr. Victor Duval will speak at Glasgow on April 4 , with Miss Vida Goldstein . Members in Glasgow should bring friends to this meeting and get them to join this union .",,"['Victor Duval', 'Vida Goldstein']",,,"March 31, 1911"
"April 7, 1911","Piccadilly Circus, W., Criterion Restaurant","The next At Home will be held in the Grand Hall of the Criterion Restaurant , Piccadilly Circus , W. , on Friday , April 7 , at 3 p.m. , when the question of Woman's Suffrage will be dealt with by the Speakers from four most interesting points of view . Mr. C. S. Goldman , Conservative member for Taunton , on the Conciliation Committee , will discuss the Political situation and fortunes of the Bill in the present session . Mrs. Archibald Little : Old Chinese philosophy in re- lation to Woman's emancipation . Mr. Harold Gorst : Personal experiences with politically awakened young womanhood in America . And Mrs. Nevinson , L.L.A. , on the Latest Move , namely , Census Resistance . Chair will be taken by Miss Lillian Braithwaite . Hostess : Miss Lily Brayton . Doors open at 2.30 p.m .. Admission free .",,"['C. S. Goldman', 'Mrs. Archibald Little', 'Harold Gorst', 'Mrs. Nevinson']",3 p.m.,,"March 31, 1911"
"May 5, 1911",Stoke on Trent,"Committee Rooms and a Hall have been engaged at Stoke on Trent for the Church Congress autumn Campaign . It is hoped that some members may be able to put aside that week in order to help with meetings and other work in which the League will be engaged . Friday , May 5 , will be observed as a Day of Intercession : full particulars as to the Services and Meetings to be held during the May Mission will shortly be announced .",Day of Intercession,,,,"March 31, 1911"
"April 4, 1911","Warwick, St. Mary's Church",Ven . Arch- deacon Escreet is the preacher at a League Service . at St. Mary's Church Warwick on April 4. at 8 p.m.,,['Ven. Arch- deacon Escreet'],8 p.m.,,"March 31, 1911"
"April 6, 1911","Holborn, St. Sepulchre's","Rev. C. Hinscliff will conduct a Quiet Day at St. Sepulchre's , Holborn , on April 6 , Holy Communion at 7.30 and 8. Addresses 11 a.m. , 1. 15 , 3. and 6 p.m.",,['Rev. C. Hinscliff'],"7.30 and 8 a.m. 11 a.m. , 1. 15 , 3. and 6 p.m.",,"March 31, 1911"
"April 6, 1911","Paddington Green, St. Mary's","Two more Lenten Addresses will be given by Rev. C. Hinscliff at St. Mary's , Paddington Green , at 8. 30 p.m. March 30 , the Unfit , April 6 , the Profligate .",,['Rev. C. Hinscliff'],8.30 p.m.,,"March 31, 1911"
"April 6, 1911","Kingstown, Town Hall","The Town Hall , Kingstown , has been taken for afternoon meeting on April 6 , 3.30 p.m.",,,3.30 p.m.,,"March 31, 1911"
"April 8, 1911",Dublin,"It is hoped to hold a special reception on Saturday . April 8 , when Mrs. Pankhurst has kindly agreed to return to Dublin .",,['Mrs. Pankhurst'],Saturday,,"March 31, 1911"
"April 11, 1911","Stoke Newington, N., Rectory Road Congregational Church","The organisers of the meeting at the Rectory Road Congregational Church , Stoke Newington , N. , on Wednesday , April 11 , at 8 p.m .. are anxious to make it known among the Free Churches of North London . Will those who can undertake to distribute handbills nt some special church sond name and address to Mrs. C. Fleming Williams , 2 , Holmbury View , Springfield , Clapton , N. ? The Rev. C. Fleming Williams will take the chair at the meeting , and the speakers will include Mr. Philip Snowden and Rev. E. Clark .",,"['Philip Snowden', 'E. Clark']",8 p.m.,,"March 31, 1911"
"April 4th, 1911","Knightsbridge, 8 , Park Mansions Arcade","On Tuesday , April 4th , Sir John Gorst has pronised to take the chair for Miss Bathurst , who will speak at 4.15 p.m.",,['Miss Bathurst'],4.15 p.m.,,"March 31, 1911"
"April 7, 1911","22 , Wellington Place","On April 3 there will be two At Homes , and on April 7 also , when Mrs. Pankhurst will speak , both afternoon and evening .",,['Mrs. Pankhurst'],afternoon and evening,,"March 31, 1911"
Sundays,"Regent's Park, Peckham Rye, Wandsworth Common, Hyde Park, Battersea Park, Fins- bury Park, Victoria Park, Brockwell Park, Clapham Common, Hampstead Heath","Special meetings will be held by this League on Sunday in the public parks , when well- known Suffrage speakers will give addresses . Full information may be obtained from the Hon . Secretaries , Mrs. Cobden - Sanderson and Miss Seruya , Census Department , Women's Tax Resistance League , 10 , Talbot House , 98 , St. Martin's Lane , W.C. At 11.30 . Regent's Park , Peckham Rye , Wandsworth Common . At 2.30 . Hyde Park , Battersea Park , Fins- bury Park , Victoria Park . At 5.0 . - Brockwell Park , Clapham Common , Hampstead Heath .",,['well- known Suffrage speakers'],"11.30 a.m., 2.30 p.m., 5.0 p.m.",,"March 31, 1911"
"April 4, 1911","Strand, Emerson Club, 19 , Buck- ingham - street","The first meeting of this Branch will be held on Tuesday next , April 4 , at the Emerson Club , 19 , Buck- ingham - street . Strand , at 8 p.m. , when officers and committee will be elected . It is hoped that all Irish- women interested will attend , so that a membership may be assured from the first . All communications to be addressed to Miss Katherine Pearce , 31 , Delancey- street , N.W.",,,8 p.m.,,"March 31, 1911"
