Date,Location,Raw,Description,Speakers,Time,Hosts,Issue date
"October 12, 1911","Haddington, Assembly Rooms","Haddington , Assembly Rooms , Miss Vida Goldstein , 8 p.m.",,['Miss Vida Goldstein'],8 p.m.,,"October 6, 1911"
"October 13, 1911","Glasgow, Charing Cross Hall","Friday , Oct. 13. - Charing Cross Hall , At Home , Miss Vida Goldstein , 3.15 p.m.",,['Miss Vida Goldstein'],3.15 p.m.,,"October 6, 1911"
"October 13, 1911","Kilmarnock, Odd follows' Hall","Friday , Oct. 13. - Charing Cross Hall , At Home , Miss Vida Goldstein , 3.15 p.m. Kilmarnock , Odd follows ' Hall , Miss Vida Goldstein , 8 p.m.",,['Miss Vida Goldstein'],8 p.m.,,"October 6, 1911"
"October 17, 1911","Dublin, Round Room of the Mansion House","Attention is specially drawn to two most important fixtures - the meeting to be held in the Round Room of the Mansion House , Dublin , on Tuesday , October 17 , and in Galway Town Hall , on October 18 , at both of which Miss Christabel Pankhurst will speak .",,['Miss Christabel Pankhurst'],,,"October 6, 1911"
"October 18, 1911","Galway, Town Hall","Attention is specially drawn to two most important fixtures - the meeting to be held in the Round Room of the Mansion House , Dublin , on Tuesday , October 17 , and in Galway Town Hall , on October 18 , at both of which Miss Christabel Pankhurst will speak .",,['Miss Christabel Pankhurst'],,,"October 6, 1911"
"October 13, 1911","London, Caxton Hall","More distributors of handbills are wanted for the meeting at Caxton Hall on Friday , October 13 , at 8 p.m. Kindly apply to hon . secretaries. The speakers will be Lady Spicer , Rev. O. Fleming Williams , and Miss Winifred Callis , D.Sc.",,"['Lady Spicer', 'Rev. O. Fleming Williams', 'Miss Winifred Callis']",8 p.m.,,"October 6, 1911"
"October 16, 1911",Highgate Congregational Church,"On Monday , October 16 , members ' business meeting at 7.15 . There will be an open debate at the Highgate Congregational Church , Opener : J. Malcolm Mitchell , Esq .; Chairman : Rev. D. Macfadyen , M.A. , at 8 p.m.",,['J. Malcolm Mitchell'],8 p.m.,,"October 6, 1911"
"October 10, 1911","Nottingham, Victoria Hotel","Miss Christabel Pank- hurst and the Rev. Rhondda Williams , will address a meeting at the Victoria Hotel , Nottingham , on Tues- day , October 10 , at 3 p.m.",,"['Miss Christabel Pankhurst', 'Rev. Rhondda Williams']",3 p.m.,,"October 6, 1911"
"October 26, 1911","London, Small Queen's Hall","Members will have to make a splendid struggle to fill the Small Queen's Hall , on October 26 , at 8 p.m. , and all are wanted to help with bill distributing , selling tickets , and making the meeting known.",,,8 p.m.,,"October 6, 1911"
"December 1, 1911",West of England,There will also be a big meeting on December 1 for Mrs. Pethick Lawrence and Lord Lytton to be worked up .,,"['Mrs. Pethick Lawrence', 'Lord Lytton']",,,"October 6, 1911"
"October 25, 1911","Hampstead, Gainsborough Gardens","GENERAL wanted , October 25 , from G £ 22","General required with salary £22, references necessary",,,['Mrs. Weaver'],"October 6, 1911"
