Date,Location,Raw,Description,Speakers,Time,Hosts,Issue date
"January 13, 1910","Liverpool, Islington Square","Islington Square , Miss Flatman .",,['Miss Flatman'],8 pm,,"January 7, 1910"
"January 13, 1910","Liverpool, Great George Place","Great George Place , Miss Woodlock .",,['Miss Woodlock'],8 pm,,"January 7, 1910"
"January 13, 1910","Liverpool, Nelson Street","Nelson Street , Miss Fraser Smith .",,['Miss Fraser Smith'],8 pm,,"January 7, 1910"
"January 13, 1910","Liverpool, Mount Pleasant","Mount Pleasant , Miss Brooke .",,['Miss Brooke'],8 pm,,"January 7, 1910"
"January 8, 1910","Exeter, Paris Street","Paris Street , 3.30",,,3.30 pm,,"January 7, 1910"
"January 8, 1910","Exeter, Cecil Road","Cecil Road , 3.30",,,3.30 pm,,"January 7, 1910"
"January 8, 1910","Exeter, Paris Street","Paris Street , 7.30",,,7.30 pm,,"January 7, 1910"
"January 8, 1910","Exeter, Tram Terminus","Tram Terminus , 7.30 .",,,7.30 pm,,"January 7, 1910"
"January 8, 1910","Exeter, Fountain",Fountain .,,,12 and 7,,"January 7, 1910"
"January 8, 1910","Exeter, Sidwell Street","Sidwell Street , 12 and 7",,,12 and 7,,"January 7, 1910"
"January 8, 1910","Exeter, New North Road","New North Road , 3.30 .",,,3.30 pm,,"January 7, 1910"
"January 10, 1910","Exeter, Iron Bridge","Iron Bridge , 7 30",,,7.30 pm,,"January 7, 1910"
"January 10, 1910","Exeter, Tram Terminus","Tram Terminus , 3.30",,,3.30 pm,,"January 7, 1910"
"January 10, 1910","Exeter, York Road","York Road , 3.30",,,3.30 pm,,"January 7, 1910"
"January 10, 1910","Exeter, Larkbear","Larkbear , 7.30 .",,,7.30 pm,,"January 7, 1910"
"January 11, 1910","Exeter, Fore Street","Fore Street , 3.30",,,3.30 pm,,"January 7, 1910"
"January 11, 1910","Exeter, Larkbear","Larkbear , 3.30",,,3.30 pm,,"January 7, 1910"
"January 11, 1910","Exeter, Fore Street","Fore Street , 7.30",,,7.30 pm,,"January 7, 1910"
"January 11, 1910","Exeter, New North Road","New North Road , 7.30 .",,,7.30 pm,,"January 7, 1910"
"January 12, 1910","Exeter, Heavitree Road","Heavitree Road , 3.30",,,3.30 pm,,"January 7, 1910"
"January 12, 1910","Exeter, New North Road","New North Road , 3.30",,,3.30 pm,,"January 7, 1910"
"January 12, 1910","Exeter, Heavitree Road","Heavitree Road , 7.30",,,7.30 pm,,"January 7, 1910"
"January 12, 1910","Exeter, Queen Street","Queen Street , 7.30 .",,,7.30 pm,,"January 7, 1910"
"January 13, 1910","Ilfracombe, Runna-aleve Hall","On Wednesday Miss Keevil will speak at Runna- aleve Hall , Ilfracombe .",,['Miss Keevil'],,,"January 7, 1910"
"January 13, 1910","Exeter, The Fountain","The Fountain , 3.30",,,3.30 pm,,"January 7, 1910"
"January 13, 1910","Exeter, Queen Street","Queen Street , 3.30",,,3.30 pm,,"January 7, 1910"
"January 13, 1910","Exeter, The Fountain","The Fountain , 7.30",,,7.30 pm,,"January 7, 1910"
"January 13, 1910","Exeter, Cecil Road","Cecil Road , 7.30",,,7.30 pm,,"January 7, 1910"
"January 13, 1910","Exeter, Barnfield Hall","Barnfield Hall , 3.30 .",,,3.30 pm,,"January 7, 1910"
"January 7, 1910","Manchester, 252, Stretford Road","252 , Stretford Road ( women only ) , Miss Rona Robinson , M.Sc. , Miss Owen , Miss Una Dugdale . 3 and 7.30",,"['Miss Rona Robinson', 'Miss Owen', 'Miss Una Dugdale']",3 and 7.30,,"January 7, 1910"
"January 8, 1910","Manchester, Christ Church Square","Christ Church Square ( demonstration ) , Mias Mary Gawthorpe , Lady Constance Lytton , Miss Rona Robinson .",,"['Miss Mary Gawthorpe', 'Lady Constance Lytton', 'Miss Rona Robinson']",,,"January 7, 1910"
"January 9, 1910","Manchester, Westinghouse, Old Trafford","Westinghouse , Old Trafford , Miss Rona Robinson , Miss Mabel Capper .",,"['Miss Rona Robinson', 'Miss Mabel Capper']",,,"January 7, 1910"
"January 10, 1910","Manchester, Free Trade Hall","Free Trade Hall , Mrs. Pankhurst .",,['Mrs. Pankhurst'],,,"January 7, 1910"
"January 11, 1910","Manchester, St . Michael's School, Cooke Street, Hulme","St . Michael's School , Cooke Street , Hulme , Miss Helen Tolson , Miss Barbara Ayrton",,"['Miss Helen Tolson', 'Miss Barbara Ayrton']",,,"January 7, 1910"
"January 12, 1910","Manchester, Duke Street Schools, Hulme","Duke Street Schools , Hulme , Miss Mary Gawthorpe , Miss Rona Robinson , M.Bc.",,"['Miss Mary Gawthorpe', 'Miss Rona Robinson']",,,"January 7, 1910"
Unknown,"Blackett Street Committee Room, Newcastle","The organiser will be at the Blackett Street Com- mittee Room every morning at ten to meet members and friends and arrange the day's work . Notices of the time , place , and number of meetings will be posted in Committee Rooms each day.",,,10 a.m.,,"January 7, 1910"
Unknown,Northampton,Dinner - hour Meetings and Evening Meetings ( 7.30 ) are held daily .,,,,,"January 7, 1910"
Unknown,Harrow,"Meetings , both indoor and out , are being arranged at Harrow by Captain and Mrs. Cahill, and at Hendon by Mrs. Wyatt and her daughters . At Harrow two large factories are giving every facility for addressing their workpeople.",,,,"['Captain Cahill', 'Mrs. Cahill']","January 7, 1910"
Unknown,Hendon,"Meetings , both indoor and out , are being arranged at Harrow by Captain and Mrs. Cahill, and at Hendon by Mrs. Wyatt and her daughters . At Harrow two large factories are giving every facility for addressing their workpeople.",,,,"['Mrs. Wyatt', ""Mrs. Wyatt's daughters""]","January 7, 1910"
"January 7, 1910",Market Square,"The campaign bogan on Thursday with a meeting in the Market Square , at which Miss Brackenbury spoke and Miss Ashford presided.",,['Miss Brackenbury'],7.30 p.m.,,"January 7, 1910"
"January 8, 1910",Market Square,"There was another meeting on Friday , and theso meetings will be continued through the election at 7.30 p.m. every day , as well as dinner - hour meetings at the factories.",,,7.30 p.m.,,"January 7, 1910"
"January 7, 1910","Wimbledon Common, London",Wimbledon Common ...... Mrs. Cullen . Chair : Mrs. Lamartine Yates ... 3 p.m.,,['Mrs. Cullen'],3 p.m.,,"January 7, 1910"
"January 7, 1910","Queen's Hall, London","London - Queen's Hall , At Home ... Mrs. Pethick Lawrence , Miss Chris- tabel Pankhurat 7 p.m.",,"['Mrs. Pethick Lawrence', 'Miss Christabel Pankhurst']",7 p.m.,,"January 7, 1910"
"January 7, 1910","33 , Paradise Street, Birmingham","Birmingham , "" Votes "" Corps , 33 , Paradise Street .... 3-5 p.m.",,,,,"January 7, 1910"
"January 7, 1910","Aston, Birmingham","Birmingham , Alum Rock .... 8 p.m.",,,,,"January 7, 1910"
"January 7, 1910","Queen's College, Birmingham","Birmingham , At Home , Queen's College .... C. Smythe , Esq . , M.A. 3.30 & 7.30 p.m.",,,3.30 & 7.30 p.m.,['C. Smythe'],"January 7, 1910"
"January 7, 1910",Ilfracombe,"Ilfracombe , Runnacleave Hall Miss Burkitt Miss Dawson , C. Smythe , Esq . , M.A. 8 p.m.",,"['Miss Burkitt', 'Miss Dawson', 'C. Smythe']",8 p.m.,,"January 7, 1910"
"January 7, 1910","Wood Green, Unity Hall, London","London - Wood Green , Public Meet- ing , Unity Hall ...... Miss Ogston . Chair : Miss Keevil ... 8 p.m.",,['Miss Ogston'],8 p.m.,,"January 7, 1910"
"January 7, 1910","25 , Grainger St., Newcastle - on - Tyne","Newcastle - on - Tyne , 25 , Grainger St. 3-5 p.m.",,,,,"January 7, 1910"
"January 7, 1910",Wolverhampton,"Wolverhampton , At Home . Whist Drive 8 p.m.",,,8 p.m.,,"January 7, 1910"
"January 7, 1910","Lordship Lane, I.L.P. Ceatre, Hansler Road, London","London Lordship Lane , I.L.P. Ceatre , Hansler Road 8 p.m.",,,8 p.m.,,"January 7, 1910"
"January 7, 1910","West Croydon, 2, Station Buildings","West Croydon , 2 , Station Buildings Mrs. Ackroyd . 8 p.m.",,,8 p.m.,['Mrs. Ackroyd'],"January 7, 1910"
"January 7, 1910",Coventry,"Coventry , At Home , Lounge Café . Miss Dawson . 8 p.m.",,['Miss Dawson'],8 p.m.,,"January 7, 1910"
"January 7, 1910",Runnacleave Hall,"Ilfracombe , Runnacleave Hall ......Miss Burkitt . 8 p.m.",,['Miss Burkitt'],8 p.m.,,"January 7, 1910"
"January 7, 1910",Manchester,"Manchester , Miss E. Davison's Ac- tion Mrs. Bessie Smith 7 p.m.",,,7 p.m.,['Mrs. Bessie Smith'],"January 7, 1910"
"January 12, 1910","Eustace Miles Restaurant, Chandos Street, Charing Cross","“I have had so many replies to my appeal in VOTES FOR WOMEN that it is now necessary to call a meeting of men at the Eustace Miles Restaurant , Chandos Street , Charing Cross, on January 12 , at 8 p.m. Mr. Frank Rutter will be in the chair . I trust that all those who are prepared to sink all other political questions until women are en- franchised will do their utmost to be present.",,,8 p.m.,['Mr. Frank Rutter'],"January 7, 1910"
"January 13, 1910",Barnstaple,"Barnstaple , At Home , Parish Rooms Miss Christabel Pankhurst 8 p.m.",,['Miss Christabel Pankhurst'],8 p.m.,,"January 7, 1910"
"January 13, 1910","St. James's Hall, London","London , St. James's Hall , At Home 4.30-6.30 p.m.",,,4.30-6.30 p.m.,,"January 7, 1910"
"January 14, 1910","Old Town Hall, Scarborough",Wednesday . - Old Town Hall.,,,,,"January 7, 1910"
"January 14, 1910",Leicester,"Leicester , At Home , Old Town Hall 11.30 and 5 p.m.",,,11.30 and 5 p.m.,,"January 7, 1910"
"January 14, 1910","Londesborough Theatre, Scarborough","Friday ( 14tb ) . - Londesborough Theatre , Mrs. Pank- hurst .",,['Mrs. Pankhurst'],,,"January 7, 1910"
"January 15, 1910","33 , Paradise Street, Birmingham","Birmingham , "" Votes "" Corps , 33 , Paradise Street .... 7 p.m.",,,7 p.m.,,"January 7, 1910"
"January 15, 1910","Bull Ring, Birmingham","Birmingham , Bull Ring . 8 p.m.",,,8 p.m.,,"January 7, 1910"
"January 15, 1910","Onward Buildings, Deansgate, Manchester","Manchester , At Home , Onward Build- ings , Deansgate ..Dr. Helena Jones ..",,,,['Dr. Helena Jones'],"January 7, 1910"
"January 15, 1910","Rehearsal Theatre, Maiden Lane, Strand, London","London , Rehearsal Theatre , Maiden Lane , Strand Miss Ogston ...... 7.45 p.m.",,['Miss Ogston'],7.45 p.m.,,"January 7, 1910"
"January 15, 1910","33 , Paradise Street, Birmingham","Birmingham , Votes "" Corps , 33 , Paradise Street ... Dr. Helena Jones 11.30 and 5 p.m.",,['Dr. Helena Jones'],11.30 and 5 p.m.,,"January 7, 1910"
"January 17, 1910","Picton Ball, Liverpool","Liverpool , Picton Ball 8 p.m.",,,8 p.m.,,"January 7, 1910"
"January 18, 1910","Gaiety Theatre, Worksop","Worksop , Gaiety Theatre .. Mrs. Pankhurst .... 8 p.m.",,['Mrs. Pankhurst'],8 p.m.,,"January 7, 1910"
"January 22, 1910","Kilburn Palace, Belsize Road, London","London - Kilburn Palace , Belsize Road .. Miss Christabel Pankhurst .. 4.39 p.m.",,['Miss Christabel Pankhurst'],4.39 p.m.,,"January 7, 1910"
"January 7, 1910",Harrow,"Friday.- Harrow , Factory Gates , Mis . Cullen .",,['Mis. Cullen'],,,"January 7, 1910"
"January 7, 1910","Mortimer Road, Kensal Rise","Mortimer Road , Kensal Rise , Miss Burton . 6.30",,['Miss Burton'],6.30,,"January 7, 1910"
"January 7, 1910",Furness Road and High Street,"Furness Road and High Street , Miss Auerbach . 6.30",,['Miss Auerbach'],6.30,,"January 7, 1910"
"January 7, 1910",Salusbury Road and Harvist Road,"Salusbury Road and Harvist Road , Miss Elsa Myers, 6.30",,['Miss Elsa Myers'],6.30,,"January 7, 1910"
"January 7, 1910",Willesden Green Library,"Willesden Green Library , Miss Wyatt . 6.30",,['Miss Wyatt'],6.30,,"January 7, 1910"
"January 7, 1910","Pound Lane, Willesden","Pound Lane , Willesden , Miss F. Creaton . 6.30",,['Miss F. Creaton'],6.30,,"January 7, 1910"
"January 8, 1910","Chevening Road, Kensal Rise","Saturday . - Chevening Road , Kensal Rise , Mrs. Sleight . 6.30",,['Mrs. Sleight'],6.30,,"January 7, 1910"
"January 8, 1910",College Road and Harrow Road,"College Road and Harrow Road , Miss Wyatt . 3.30",,['Miss Wyatt'],3.30,,"January 7, 1910"
"January 8, 1910","Furness Road, Willesden","Furness Road , Willesden , Mrs. Penn Gaskell . 3.50",,['Mrs. Penn Gaskell'],3.50,,"January 7, 1910"
"January 8, 1910","Pound Lane, Wi lesden","Pound Lane , Wi lesden , Mrs. Cullen . Blundell . 3.30",,"['Mrs. Cullen', 'Blundell']",3.30,,"January 7, 1910"
"January 8, 1910",Tubbs Road and High Street,"Tubbs Road and High Street , Miss Burton . 6.30",,['Miss Burton'],6.30,,"January 7, 1910"
"January 10, 1910","Chevening Road, Kensal Road","Monday . Chevening Road , Kensal Road , Miss 6.30",,['Miss'],6.30,,"January 7, 1910"
"January 10, 1910",Furness Road and High Street,"Furness Road and High Street , Miss Wylie . 6.30",,['Miss Wylie'],6.30,,"January 7, 1910"
"January 10, 1910",Salusbury Road and Harvist Road,"Salusbury Road and Harvist Road , Miss Auerbach . 7",,['Miss Auerbach'],7,,"January 7, 1910"
"January 10, 1910",Willesden Green Library,"Willesden Green Library , Miss Bur'on . 6.30",,"[""Miss Bur'on""]",6.30,,"January 7, 1910"
"January 10, 1910","St. Andrew's Hall, Willesden Green","St. Andrew's Hall , Willesden Green , Nurse Pitfield , Mrs. Cuilen , Miss Wyatt . 8",,"['Nurse Pitfield', 'Mrs. Cuilen', 'Miss Wyatt']",8,,"January 7, 1910"
"January 11, 1910","Chevening Road, Kensal Rise","Tue day - Chevening Road , Kensal Rise , Miss Auerbach . 6.30",,['Miss Auerbach'],6.30,,"January 7, 1910"
"January 11, 1910",College Road and Harrow Road,"College Road and Harrow Road , Miss Burton 6.30",,['Miss Burton'],6.30,,"January 7, 1910"
"January 11, 1910","46 , The Avenue , Brondesbury","Drawing - room Meeting , Mrs. l'etre , 46 , The Avenue , Brondesbury , The Hon . Mrs. Haverfield , Miss Wilson .",,"['The Hon . Mrs. Haverfield', 'Miss Wilson']",,"[""Mrs. l'etre""]","January 7, 1910"
"January 11, 1910",Harvist Road Council School,"Harvist Road Council School , Miss Pankhurst , Mrs. Penn Gaskell . 3.30",,"['Miss Pankhurst', 'Mrs. Penn Gaskell']",3.30,,"January 7, 1910"
"January 12, 1910","Manor Park Road, Harlesden","Wednesday . Manor Park Road , Harlesden , Miss Burton . 6.30",,['Miss Burton'],6.30,,"January 7, 1910"
"January 12, 1910","Iverson Road, Kilburn","Iverson Road , Kilburn , Miss Elsa Myers . 6.30",,['Miss Elsa Myers'],6.30,,"January 7, 1910"
"January 12, 1910","Furness Road, Willesden Junction","Furness Road , Willesden Junction , Miss Wyatt 6.30",,['Miss Wyatt'],6.30,,"January 7, 1910"
"January 12, 1910",Pound Lane and High Road,"Pound Lane and High Road , Mrs. Cullen . 8",,['Mrs. Cullen'],8,,"January 7, 1910"
"January 9, 1910","Cosmopolitan Debating Society, Clarion Room, Long Row","Sunday . Cosmopolitan Debating Society , Clarion Room , Long Row , Miss Crocker .",,['Miss Crocker'],2.30,,"January 7, 1910"
"January 11, 1910",Albert Hall,"Tuesday , Albert Hall , Mrs. Pankhurst .",,['Mrs. Pankhurst'],8,,"January 7, 1910"
"January 7, 1910","Mandlebury's, Whit Lane","Friday , Mandlebury's , Whit Lane , Miss B. Ayrton , Miss Hebe Smith .",,"['Miss B. Ayrton', 'Miss Hebe Smith']",,,"January 7, 1910"
"January 7, 1910",Whit Lane,"Whit Lane , Miss B. Ayrton .",,['Miss B. Ayrton'],,,"January 7, 1910"
"January 7, 1910",Seedley Bleach Works,"Seedley Bleach Works , Miss M. Hewitt .",,['Miss M. Hewitt'],,,"January 7, 1910"
"January 7, 1910","12 Reddaway's, Lissadel Street","12 Reddaway's , Lissadel Street , Miss M. Hewitt , Miss Lilian Williamson .",,"['Miss M. Hewitt', 'Miss Lilian Williamson']",12,,"January 7, 1910"
"January 7, 1910","75, Broad Street","12 the 75 , Broad Street , Women's Meeting , Miss Ayrton . 3.30",,['Miss Ayrton'],3.30,,"January 7, 1910"
"January 7, 1910",Leaf Square,"7.30 Leaf Square , Miss M. Hewitt",,['Miss M. Hewitt'],7.30,,"January 7, 1910"
"January 7, 1910",Bridgewater Avenue,"Bridgewater Avenue , Miss Williamson 7.30",,['Miss Williamson'],7.30,,"January 7, 1910"
"January 8, 1910","Elkanagh, Whit Lane","Baturday . - Elkanagh , Whit Lane , Miss Williamson",,['Miss Williamson'],12,,"January 7, 1910"
"January 8, 1910",Terrazel Polishing Works,"Terrazel Polishing Works , Miss Una Dugdale 7.30",,['Miss Una Dugdale'],7.30,,"January 7, 1910"
"January 8, 1910","75, Brond Street","75 , Brond Street , Women's Meeting , Miss Hebe Smith . 3.30",,['Miss Hebe Smith'],3.30,,"January 7, 1910"
"January 8, 1910","Demonstration, Seedley Reservoir","Demonstration , Seedley Reservoir ( two plat- forms ) , Miss Ayrton , Miss Dugdale , Miss Hewitt , Miss Williamson .",,"['Miss Ayrton', 'Miss Dugdale', 'Miss Hewitt', 'Miss Williamson']",7.30,,"January 7, 1910"
"January 8, 1910",School - room Meeting,"School - room Meeting , Miss Dugdale , Miss Hewitt 7.30",,"['Miss Dugdale', 'Miss Hewitt']",7.30,,"January 7, 1910"
"January 10, 1910",Lightbown Printing Works,"Monday . - Lightbown Printing Works , Miss L. Williamson .",,['Miss L. Williamson'],12,,"January 7, 1910"
"January 10, 1910",Women's Meeting,"Women's Meeting , Miss M. Hewitt . 3.30",,['Miss M. Hewitt'],3.30,,"January 7, 1910"
"January 10, 1910",Leaf Square,"Leaf Square , Miss B. Ayrton . 7.30",,['Miss B. Ayrton'],7.30,,"January 7, 1910"
"January 10, 1910",Recreation Ground,"Recreation Ground , Miss Una Dugdale . 7.30",,['Miss Una Dugdale'],7.30,,"January 7, 1910"
"January 10, 1910",Unwin Square,"Unwin Square , Miss Williamson . 7.30",,['Miss Williamson'],7.30,,"January 7, 1910"
"January 10, 1910",Near Town Hall,"Near Town Hall , Miss M. Hewitt . 7.30",,['Miss M. Hewitt'],7.30,,"January 7, 1910"
"January 11, 1910","Mandlebury's, Whit Lane","Tuesday . Mandlebury's , Whit Lane , Miss M. Hewitt .",,['Miss M. Hewitt'],12,,"January 7, 1910"
"January 11, 1910","Reddaway's, Lissadel Street","Reddaway's , Lissadel Street , Miss Una Dug- 12",,['Miss Una Dugdale'],12,,"January 7, 1910"
"January 11, 1910","75, Broad Street","75 , Broad Street , Women's Meeting , Miss Una Dugdale . 3.30",,['Miss Una Dugdale'],3.30,,"January 7, 1910"
"January 11, 1910",School Room,"School Room , Miss M. Gawthorpe . 7.30",,['Miss M. Gawthorpe'],7.30,,"January 7, 1910"
"January 11, 1910",Whit Lane,"Whit Lane , Miss L. Williamson . 7.30",,['Miss L. Williamson'],7.30,,"January 7, 1910"
"January 11, 1910",Leaf Square,"Leaf Square , Miss M. Hewitt . 7.30",,['Miss M. Hewitt'],7.30,,"January 7, 1910"
"January 11, 1910",Lamb it's Field,"Lamb it's Field , Miss R. Robinson . 7.30",,['Miss R. Robinson'],7.30,,"January 7, 1910"
"January 12, 1910","Eikanagh's, Whit Lane","Wednesday . - Eikanagh's , Whit Lane , Miss Ayrton .",,['Miss Ayrton'],12,,"January 7, 1910"
"January 12, 1910",Terrazel Polishing Works,"Terrazel Polishing Works , Miss U. Dugdale",,['Miss U. Dugdale'],12,,"January 7, 1910"
"January 12, 1910",Opposite Town Hall,"Opposite Town Hall , Miss Hewitt .",,['Miss Hewitt'],12,,"January 7, 1910"
"January 12, 1910","75, Bread Street","75 , Bread Street , Women's Meeting , Miss Ayrton . 3.30",,['Miss Ayrton'],3.30,,"January 7, 1910"
"January 12, 1910",Leaf Square,"Leaf Square , Miss Ayrton . 7.30",,['Miss Ayrton'],7.30,,"January 7, 1910"
"January 12, 1910",Seedley Reservoir,"Seedley Reservoir , Miss Williamson . 7.30",,['Miss Williamson'],7.30,,"January 7, 1910"
"January 12, 1910",Bridgewater Avenue,"Bridgewater Avenue , Miss M. Hewitt . 7.30",,['Miss M. Hewitt'],7.30,,"January 7, 1910"
"January 13, 1910",Beediey Bleach Works,"Beediey Bleach Works , Miss Hewitt .",,['Miss Hewitt'],12,,"January 7, 1910"
"January 13, 1910","75, Broad Street","75 , Broad Street , Women's Meeting , Miss Williamson . 3.30",,['Miss Williamson'],3.30,,"January 7, 1910"
January 1910,"Kingsway, Bank Buildings, Portugal Street, London","To be ned early in January by Members of the W.S.P.U. ) , Bank Buildings , Portugal Street , KINGSWAY . ( Near Clements Inn , Lincoln's Inn , King's College Hospital , Aldwych , Three minutes ' walk Kingsway Theatre , Holborn Tube , & c . ) SOUPS , LIGHT LUNCHEONS ( Hot and Cold ) VEGETARIANS SPECIALLY CATERED FOR Afternoon Teas , Home Made Cakes , Bread and Rolls from Scotch Bakeries MEMBER OF W.5.P. U. ANNIE BELL , ART PHOTOGRAPHER , 92 , VICTORIA STREET.",The Tea Cup Inn to be opened early in January by Members of the W.S.P.U.,,,['W.S.P.U.'],"January 7, 1910"
January 1910,Leamington,"At a very well - attended At Home given at Leamington by Miss Harraden , Miss Beatrice Harraden spoke very touchingly of the need of the industrial woman for enfranchisement , making special reference to the women in sweated industries .",,['Miss Beatrice Harraden'],At Home,,"January 7, 1910"
"January 20, 1910","Springhall Farm, Sawbridgeworth, Hertfordshire","ELICATE GIRLS can find health and profit Practical Training Farm for Ladies . Term begins January 20th . Write now for particulars . Mrs. Duerdin Dutton , Springhall Farm , Saw- bridgeworth, Hertfordshire.",Term begins for Practical Training Farm for Ladies,,,,"January 7, 1910"
