Date,Location,Raw,Speakers,Issue date
OCTOBER 22,Westminster Palace Hotel,"West London Reception - Westminster Palace Hotel -chair , Miss A. Maude Royden- speakers , Mrs. F. T. Swanwick , M.A. , Mr. P. Whitwell - Wilson",,"OCTOBER 17 , 1912"
OCTOBER 23,"Streatham - 31, Colman Road, South Streatham","Streatham Elizabeth Parker Society , at Mrs. Osborn's , 31 , Colman Road , South Streatham",,"OCTOBER 17 , 1912"
OCTOBER 23,"Dulwich - Saints Hall, Oroxted Road","Dulwich - Saints Hall , Oroxted Road - Debate- Speakers , Miss Helen Ward and Miss Gladys Pott",,"OCTOBER 17 , 1912"
OCTOBER 23,"58, Victoria Street","58 , Victoria Street - Speakers ' class",,"OCTOBER 17 , 1912"
OCTOBER 24,"S. Paddington - 75, Hereford Road, W.","S. Paddington - 75 , Hereford Road , W. - Sewing meeting for the London Society's Bazaar , members and friends from all constituencies welcome",,"OCTOBER 17 , 1912"
OCTOBER 24,"Kensington, N and S.","Kensington , N and S. - Working party , 8 , Queen's Gate Terrace",,"OCTOBER 17 , 1912"
OCTOBER 24,"Hampstead - 13, Belsize Park Gardens","Hampstead Working party Hostess , Mrs. Fortescue Fox , 13 , Belsize Park Gardens",,"OCTOBER 17 , 1912"
OCTOBER 24,"Wimbledon - Stamford House, Wimbledon Common","Wimbledon - Sewing meeting - Stamford House , Wimbledon Common all members and friends are invited to attend",,"OCTOBER 17 , 1912"
OCTOBER 24,"North London - Y.M.C.A., 17, Camden Road, N.","North London Reception - Y.M.C.A . , 17 , Camden Road , N. Speaker , Mrs. Osler",,"OCTOBER 17 , 1912"
OCTOBER 24,Walworth - Corner of Liverpool Street and Walworth Road,"Walworth - Corner of Liverpool Street and Wal- worth Road Open - air meeting Speakers , Mrs. Rogers , Mr. F. N. Sargeant",,"OCTOBER 17 , 1912"
OCTOBER 24,"Battersea - Southlands Training College, High St.","Battersea Southlands Training College , High St.",,"OCTOBER 17 , 1912"
OCTOBER 24,Rotherhithe -Corner of West Lane and Jamaica Road,"Rotherhithe -Corner of West Lane and Jamaica Road Open - air meeting - Speakers , Miss Ruth Young , Miss W. A. Elkin",,"OCTOBER 17 , 1912"
OCTOBER 24,"Islington B.W.T.A. - Elizabeth Fry Room, Islington Chapel premises, Upper Street","Islington B.W.T.A. - Elizabeth Fry Room , Islington Chapel premises , Upper Street",,"OCTOBER 17 , 1912"
OCTOBER 24,"58, Victoria Street","58 , Victoria Street - Speakers ' class",,"OCTOBER 17 , 1912"
